feature	experiment 1	experiment 2	experiment 3	experiment 4	experiment 5	experiment 6	experiment 7	experiment 8	experiment 9	experiment 10	experiment 11	experiment 12	experiment 13	experiment 14	experiment 15	experiment 16	experiment 17	experiment 18	experiment 19	experiment 20	experiment 21	experiment 22	experiment 23	experiment 24	experiment 25	experiment 26	experiment 27	experiment 28	experiment 29	experiment 30	experiment 31	experiment 32	experiment 33	experiment 34	experiment 35	experiment 36	experiment 37	experiment 38	experiment 39	experiment 40	experiment 41	experiment 42	experiment 43	experiment 44	experiment 45	experiment 46	experiment 47	experiment 48	experiment 49
IKBKB	-0.229	0.035	0.126	0.049	-0.398	0.190	-0.448	-0.144	-0.410	-0.188	0.080	-0.380	-0.085	0.113	0.052	-0.227	-0.302	-0.407	-0.136	-0.257	-0.516	-0.310	-0.059	-0.095	-0.051	-0.171	-0.128	-0.119	-0.446	-0.283	-0.209	0.020	-0.030	-0.575	-0.258	0.011	-0.711	-1.151	-0.579	-0.522	-1.479	-0.830	-0.300	-0.602	-0.191	-1.089	-0.193	0.207	-0.464
FANCL	-0.541	-0.889	-1.091	-1.003	-1.664	-0.860	-1.127	-1.338	-0.967	-0.755	-0.370	-1.080	-0.982	-0.604	-2.314	-0.670	-0.664	-1.244	-2.154	-0.495	-0.332	-1.325	-0.866	-0.356	-0.609	-0.911	-1.445	-1.157	-0.525	-0.583	-0.852	-0.926	-0.498	-0.415	-0.343	-0.185	-1.367	-1.875	-1.562	-1.119	-2.170	-2.484	-0.959	-1.202	-2.441	-2.929	-0.570	-1.996	-1.249
LRDD	-1.221	-1.692	-1.569	-1.131	-0.552	-1.545	-0.827	-0.874	-1.565	-1.363	-0.936	-1.244	-0.917	-1.024	-0.809	-1.385	-1.419	-1.421	-1.281	-1.735	-1.302	-1.292	-1.162	-1.545	-0.895	-1.435	-1.816	-1.250	-1.691	-0.722	-0.990	-1.018	-1.341	-1.635	-1.372	0.118	-1.651	-1.903	-2.298	-1.594	-1.908	-1.072	-1.369	-0.864	-2.149	-1.970	-1.843	-1.014	-1.241
MDM1	0.597	-0.042	-0.492	0.125	0.362	-0.109	-0.145	0.896	-0.346	-0.040	-0.621	-0.035	0.038	-0.134	0.834	0.533	0.342	-0.034	-0.298	0.161	-0.054	0.161	-0.118	-0.194	0.117	-0.032	-0.009	0.124	-0.265	0.245	0.310	0.499	-0.481	0.025	-0.101	-0.627	0.706	-0.291	0.572	-0.204	-0.595	0.003	0.018	-0.323	0.260	-0.339	-0.589	0.149	-0.120
DNER	-1.110	-3.483	-2.628	-2.832	-3.248	-3.145	-1.120	1.650	-3.573	-3.520	-3.913	-3.464	-2.718	-3.501	-2.341	-4.456	-3.586	-1.296	-2.836	-2.532	-2.301	2.154	-4.396	-4.103	-2.073	-3.510	-2.557	-3.815	-2.343	-3.656	1.603	-1.761	-2.404	2.968	-3.860	-2.106	-1.709	1.541	0.247	-3.126	-0.590	3.665	-3.545	0.428	-1.575	0.046	-2.965	-3.938	-2.095
ZNF440	-0.090	0.349	-0.086	0.137	-0.099	0.422	-0.130	-0.600	0.452	0.339	0.364	0.576	0.247	0.509	0.568	0.091	0.432	0.029	0.309	0.274	-0.213	0.120	0.350	0.243	0.218	0.723	0.576	1.114	0.520	0.523	-0.167	0.430	0.634	0.097	0.484	-0.287	0.354	0.286	0.486	0.196	0.034	0.653	0.050	0.101	0.556	0.044	0.566	0.313	-0.097
OR1A2	0.479	0.418	0.431	0.356	0.066	0.809	0.670	0.653	0.396	0.552	0.488	0.452	0.380	0.289	0.400	0.130	0.346	0.535	0.366	0.591	0.298	0.496	0.325	0.205	0.439	0.424	0.474	0.053	0.065	0.410	0.589	0.445	0.600	0.627	0.238	0.181	0.398	-1.032	0.588	0.428	-2.195	0.626	0.346	0.282	-0.226	0.124	-0.074	0.641	0.374
VILL	0.718	0.500	-0.333	0.714	-0.595	0.323	1.426	-0.022	1.058	-0.800	1.682	0.343	0.489	0.803	0.295	-0.654	-0.885	0.597	-0.828	0.150	0.930	0.270	1.883	1.575	1.163	0.037	0.537	-0.489	-0.044	0.135	1.627	0.699	0.732	0.098	0.192	0.190	0.395	-1.768	-0.804	-0.187	-1.843	-0.268	0.965	-0.089	-1.176	-1.578	-0.449	-0.963	0.402
CGN	-0.736	0.236	-2.159	-0.321	-1.401	-0.193	-1.477	0.398	0.279	-0.448	-0.103	-1.427	0.393	-0.001	-0.358	-0.518	-0.409	-1.210	-0.355	-0.722	-2.063	-2.060	-2.076	-1.915	0.491	0.929	-0.205	-0.330	-0.482	-1.606	0.091	-0.810	0.175	-2.275	0.942	-1.127	-1.048	0.657	0.958	-0.524	0.235	0.005	-1.067	-1.802	-0.819	0.105	0.758	0.110	-1.299
HIST1H2BF	-0.158	0.009	-1.006	-0.083	0.046	-1.036	0.170	-0.384	0.528	-1.057	-0.301	-1.206	0.299	0.029	-1.860	0.147	-1.608	-0.248	-2.180	-0.132	-0.631	-0.196	-0.925	-0.996	0.703	-0.319	-0.805	-1.552	-0.899	-0.531	-0.147	-1.620	-0.805	-0.079	-0.033	-1.399	-2.697	-2.477	-3.698	-0.787	-2.623	-2.344	-0.055	-1.098	-0.530	-2.188	-0.637	-1.778	-0.515
MGRN1	0.891	1.117	0.698	0.811	0.516	0.496	0.524	1.271	0.908	0.749	0.547	0.998	1.299	1.055	0.476	0.772	0.835	1.226	0.242	0.715	0.894	0.995	0.704	1.443	1.800	0.763	0.882	0.184	0.468	1.123	1.535	0.755	0.818	0.357	0.839	0.015	-0.900	-0.595	-0.411	0.694	-1.316	-0.516	0.290	-0.581	-0.238	-0.558	0.736	0.035	0.295
C6orf156	2.507	-1.650	-1.135	-1.690	-1.735	-1.805	-2.027	-1.872	-1.577	-1.766	2.611	-0.416	2.025	-1.185	2.071	3.234	-1.675	2.151	-1.213	2.821	-1.065	-2.511	-2.869	-2.885	-2.377	-2.324	-2.253	-1.838	-0.783	-2.225	2.363	-1.276	-0.499	-2.018	-1.647	-0.761	-1.728	-0.650	-1.370	-1.689	-0.967	-1.569	-2.093	-2.491	-1.548	-3.010	-0.642	-2.047	0.900
DBN1	-2.061	-1.112	-0.322	-0.771	-0.119	-0.485	-0.252	-1.581	-1.247	-1.417	-1.278	-2.190	-1.176	-1.885	0.510	-1.681	-2.043	-0.344	0.953	-1.974	-1.601	-0.578	-0.019	-1.165	-1.789	-1.350	-0.590	-0.799	-0.944	-0.457	-0.780	-1.559	-0.979	-1.858	-2.047	-0.852	-0.249	0.683	0.529	-0.596	-0.124	0.055	-2.283	-0.767	0.553	0.452	-1.181	0.864	-1.635
FXC1	0.981	0.609	0.851	0.948	1.321	-0.184	1.359	1.748	0.925	0.688	-0.207	0.891	0.069	0.070	1.638	0.815	0.590	1.002	1.500	0.464	1.240	0.139	-0.071	0.164	0.683	0.508	0.703	0.927	0.984	0.569	0.795	0.894	0.388	1.108	0.190	0.306	2.719	3.029	1.539	0.862	3.333	2.738	0.966	2.171	2.006	2.818	0.150	2.642	1.252
OR3A2	0.491	-0.164	-0.834	0.207	-0.583	0.092	0.025	0.470	-0.218	0.216	-0.149	0.424	-0.501	-0.173	-0.329	-0.173	-0.403	-0.091	0.538	0.104	-0.596	-0.597	-0.273	-0.472	-0.577	-0.247	-0.909	-0.176	-0.027	0.096	-0.239	0.082	-0.168	0.032	-0.896	-3.388	0.210	0.695	-0.830	0.342	-0.717	0.272	-0.153	-0.116	-0.451	0.174	0.158	-0.129	2.311
ITGA7	1.335	1.313	0.553	0.348	0.430	1.203	0.967	0.282	1.452	1.260	1.163	0.797	1.203	0.691	-1.310	1.143	0.494	0.655	-0.403	0.116	-0.414	1.099	1.382	1.069	0.880	1.308	1.960	1.346	1.066	0.925	0.844	0.208	0.829	0.164	0.632	0.908	-0.499	-0.535	-0.804	1.380	-1.446	-0.562	0.621	-0.056	-1.130	-0.287	1.089	0.862	0.482
PHYHIP	-0.613	-0.570	-0.067	-0.787	-1.498	0.579	0.064	-0.073	-0.639	-0.438	-0.308	-1.035	-0.858	-0.732	-1.420	-1.212	-0.628	-1.071	-0.957	-0.745	-0.671	0.159	-0.454	-0.255	-1.486	-1.193	-0.267	0.631	-0.649	-0.810	-0.459	-0.428	-0.138	-0.909	-1.143	-1.557	-0.697	-0.450	-0.775	-0.118	0.220	-0.777	-0.477	-0.525	-0.977	-0.954	-0.893	-1.230	-0.582
COL9A1	-1.704	-1.129	-0.046	-1.242	-2.297	-2.350	-1.141	-1.841	0.299	-1.519	-0.909	-1.538	-2.586	-1.450	1.612	-2.112	-1.474	-1.731	-0.579	-1.473	-1.781	-2.820	-0.006	-2.291	-0.714	-1.339	-0.357	-1.482	-1.218	-1.660	-2.536	-1.551	-2.152	-2.300	-2.463	0.687	0.013	1.360	-0.294	0.639	0.666	0.085	-1.033	-1.821	-0.803	-0.454	-1.100	0.535	-0.767
DGKG	-1.996	-0.366	-0.247	1.261	-1.670	0.338	0.986	2.783	-0.368	-1.128	1.333	-0.234	0.511	-1.122	-2.946	0.231	-0.839	0.886	-0.349	-0.541	2.353	2.004	0.202	1.786	0.872	-0.016	-0.765	-0.797	-0.423	0.095	1.436	0.927	-1.030	1.825	-1.103	2.035	-1.803	-2.132	-2.588	-0.049	-0.506	-1.524	0.107	0.843	-1.713	-0.884	0.381	-1.153	-2.274
C10orf53	-0.538	0.356	0.427	0.120	-0.294	0.431	0.380	-0.518	0.013	-0.021	-0.172	-0.412	0.712	0.517	-0.497	0.474	0.662	0.178	0.594	0.446	-2.491	0.150	0.515	0.501	0.573	0.088	0.895	0.453	0.621	-0.028	0.168	-0.361	-0.157	0.612	0.612	0.484	0.063	0.211	0.073	0.536	1.030	0.224	0.115	0.826	-0.100	0.440	1.119	1.013	1.219
FGF5	-1.398	-2.036	-1.174	-0.950	-0.672	-1.314	-2.135	-1.174	-0.900	-1.502	-1.349	-1.727	-1.190	-1.765	-1.736	-1.937	-1.840	-1.314	-1.523	-1.231	-0.941	-0.546	-2.013	-2.587	-2.142	-2.717	-2.159	-1.692	-2.686	-1.589	-1.674	-1.335	-1.651	-1.077	-1.189	-0.539	-1.610	-2.299	-1.699	-1.395	-0.880	-1.762	-1.625	-3.632	-0.694	-1.283	-0.478	-2.735	0.750
TUBAL3	-1.425	-2.092	-1.414	-1.728	-2.222	-2.402	-2.437	2.605	-2.141	-2.176	-1.817	-2.064	-1.891	-1.438	-2.678	-2.181	-1.370	-2.756	-2.112	-1.234	-1.737	-3.401	-3.055	-4.521	-2.809	-2.415	0.477	-1.943	-2.046	-2.144	-1.062	-1.512	-1.742	-1.966	-2.317	-1.773	-1.497	-0.474	-1.601	-1.821	-0.748	-1.294	-2.281	0.347	-2.217	-2.611	-0.482	-3.163	-0.720
EGFL11	-0.025	-0.171	0.869	0.218	0.257	-0.206	0.872	0.275	-2.605	-0.845	-0.594	0.235	-1.243	NA	0.717	0.503	0.050	0.813	-1.025	0.932	-3.908	-3.099	0.078	1.476	0.307	0.896	0.724	0.128	NA	0.262	-0.157	0.344	-1.826	0.091	0.005	0.954	-0.179	-0.325	0.384	0.376	1.786	2.821	0.591	0.947	0.752	NA	-0.269	0.072	0.339
CYP4V2	3.264	3.233	1.562	1.908	1.192	2.569	3.295	2.352	2.224	3.930	2.349	2.996	2.449	2.714	0.082	3.503	3.456	2.493	2.375	3.443	1.970	1.812	2.243	2.628	3.411	3.876	2.788	3.073	2.675	2.704	2.162	1.192	2.666	3.241	3.104	1.657	1.504	2.228	1.087	2.995	0.380	1.766	3.751	2.827	1.724	1.106	2.513	1.143	1.954
HEY2	-1.277	2.136	1.532	1.059	0.745	1.611	1.489	0.037	1.143	2.128	1.184	2.212	1.099	0.897	-0.536	2.063	2.375	0.180	-1.280	1.568	0.338	1.195	3.130	2.265	1.686	1.704	2.015	1.247	3.198	2.822	0.701	0.667	2.073	-0.628	1.261	0.298	0.000	-0.250	-0.519	1.936	-0.842	1.192	1.109	0.688	-0.841	-0.464	2.104	0.178	0.592
GATAD1	0.179	0.243	-0.041	0.114	0.535	0.442	0.820	-0.297	0.130	0.970	0.426	0.731	0.622	0.393	0.912	0.080	0.215	0.338	0.803	0.265	0.460	0.967	0.360	-0.067	0.736	0.053	0.278	1.535	0.131	0.316	-0.446	-0.162	0.793	0.584	0.163	0.227	0.641	0.738	-0.025	0.375	-0.320	-0.386	-0.038	0.186	0.485	0.421	0.372	0.844	0.555
PAQR7	0.619	0.280	0.297	0.484	0.563	0.230	0.288	1.239	0.321	0.405	0.458	0.249	0.511	0.176	0.447	0.333	0.487	0.644	0.659	0.266	0.693	0.500	0.399	0.751	0.372	0.338	0.722	0.721	0.161	0.389	0.472	0.287	0.395	0.675	0.290	-2.130	0.592	0.645	0.786	0.610	0.317	1.149	0.273	1.090	0.514	1.049	0.241	0.177	-0.619
HSPB7	-2.274	-1.618	-0.292	-2.175	-2.590	-1.689	-0.938	-1.952	-1.324	-0.134	-1.863	-2.160	-1.129	-1.954	1.749	-1.250	-2.188	-1.560	-0.470	-1.712	-0.899	0.353	-1.028	-0.968	-2.569	-2.524	-0.707	-2.474	0.339	-0.533	-1.527	-2.265	-0.959	-2.540	-2.009	-1.136	-0.996	4.654	1.781	-1.323	0.631	3.016	-1.623	-1.968	2.603	4.255	-0.426	2.762	-3.502
TRIM43	0.144	-0.958	-0.413	-0.185	0.729	-0.697	0.071	0.530	-0.648	-1.108	-0.182	-0.608	-0.691	-0.534	0.331	-0.455	-0.352	0.229	-0.547	-0.377	-0.647	-0.513	-0.231	-0.565	-0.260	-0.260	-0.647	0.018	0.038	-0.358	0.037	-0.817	-0.438	-0.098	-1.103	-0.502	-0.371	-0.688	0.116	0.056	0.026	-0.082	-0.660	-2.232	0.652	-0.849	-0.269	-0.764	0.962
NT5C2	-0.211	0.361	0.147	0.188	0.433	-0.396	0.154	-0.045	-0.241	0.167	-0.079	-0.027	-0.341	0.102	0.250	-0.540	-0.899	-0.286	-0.037	-0.184	-0.297	0.255	-0.120	-0.118	-0.231	-0.114	0.559	0.799	0.322	0.138	-0.256	0.559	0.063	-0.200	-0.477	0.282	0.200	0.229	0.088	-0.246	-2.053	-0.164	-0.855	0.741	-0.005	0.533	0.297	0.217	0.260
LYPD6	-2.066	-2.399	-2.200	-2.304	-1.375	-2.228	-1.935	-2.126	-2.295	-2.423	-2.479	-2.655	-2.620	-2.368	-2.514	-2.602	-2.844	-2.283	-1.104	-2.110	-1.244	-2.304	-2.765	-2.701	-2.615	-2.794	-2.885	-2.275	-2.039	-2.659	-1.914	-2.275	-2.820	-2.503	-2.327	-2.729	-2.125	-0.994	-0.893	-2.434	0.545	-2.242	-2.150	-2.292	-0.233	-2.042	-2.625	-0.174	-1.421
HTN3	0.404	-0.926	-0.313	-0.206	-0.780	-0.590	-0.376	-1.081	0.151	0.189	-0.317	-0.521	-0.774	-0.875	-0.718	-1.423	-1.067	-0.599	-0.169	-0.179	-0.308	-0.449	-0.864	-1.169	-0.512	-0.569	-0.735	-0.867	-0.365	-0.480	-0.318	0.033	-1.276	-0.225	-1.039	1.350	-0.305	0.183	-0.184	0.074	-0.252	-0.128	0.148	-0.026	-0.076	-0.059	-0.198	0.034	1.556
PARP4	0.559	0.376	0.288	0.577	-0.162	0.977	1.225	0.393	0.566	0.669	1.130	0.669	0.758	0.953	1.001	0.838	0.858	1.035	-0.150	0.524	0.091	0.745	0.495	0.955	0.952	0.951	0.574	1.671	0.703	0.365	0.667	0.861	0.855	0.762	1.164	-0.922	0.190	-0.805	1.003	-0.152	-0.353	-0.311	1.296	0.178	0.486	-0.307	1.103	0.893	0.480
TOMM40L	-0.270	-0.283	-0.192	0.052	0.736	-0.025	0.064	0.747	-0.925	-0.387	-0.378	0.311	-0.536	-0.184	-0.090	-0.083	-0.430	0.220	0.020	0.234	0.180	0.151	-0.070	-0.073	-0.386	-0.163	0.255	-0.378	-0.137	-0.092	0.154	0.537	-0.485	0.036	-0.273	1.150	0.676	0.747	0.719	-0.058	0.905	1.935	0.168	0.704	0.562	0.402	-0.287	0.369	0.226
MUSTN1	-0.402	0.525	1.093	0.211	0.026	1.282	1.569	0.836	0.856	1.320	1.194	0.741	0.695	0.266	0.011	0.621	0.216	-0.176	0.793	0.195	0.157	1.277	1.986	0.948	0.417	0.484	1.622	0.249	1.145	0.855	0.214	0.450	1.190	0.382	0.061	1.749	1.545	-0.139	0.802	1.278	-1.005	1.188	1.183	-0.257	0.510	1.339	0.946	1.664	-1.525
IFNA10	-0.570	0.603	0.868	-1.492	0.054	0.200	-0.105	0.379	0.779	-0.563	-0.046	-0.169	0.080	0.142	0.566	0.990	-0.175	0.944	0.284	0.406	1.055	-0.590	0.158	0.755	0.058	-0.898	-0.497	0.590	0.639	0.312	-0.070	0.449	-0.035	0.610	0.729	2.458	1.442	0.374	-0.005	-0.252	0.964	0.613	0.069	0.091	0.015	-0.550	-1.641	1.901	1.994
SNUPN	0.662	0.024	0.624	0.433	-0.013	0.411	0.234	0.183	0.394	0.070	0.299	0.021	0.119	0.094	0.417	0.312	0.139	0.231	0.085	0.718	0.593	-0.207	-0.036	0.329	0.227	0.239	0.143	0.047	0.075	0.085	0.091	0.440	-0.048	-0.212	0.433	-0.755	0.537	-0.216	0.162	-0.042	0.165	0.351	0.326	0.505	0.967	0.417	0.088	0.373	-0.113
BMF	-1.110	-0.495	-0.031	-0.027	-0.531	0.878	0.094	-0.173	-0.205	0.516	0.674	0.018	0.413	0.783	0.489	0.112	0.397	-0.035	1.309	0.073	-0.759	0.216	0.667	0.964	-0.229	-0.043	-0.303	0.780	0.225	0.335	-0.070	0.540	-0.159	-0.771	0.463	2.113	0.544	-0.313	0.131	-0.586	-1.094	-0.535	-0.011	-0.559	0.458	-0.438	-0.484	0.991	0.189
MGC10981	-3.806	-2.800	-3.280	-3.352	-4.074	-5.059	-2.767	-3.808	-3.773	-3.913	-3.350	-3.656	-3.830	-3.272	-3.889	-3.892	-2.977	-3.781	-3.588	-3.020	1.384	-4.041	-3.231	-4.677	-3.447	-4.289	-4.133	-4.390	-4.092	-3.336	-2.017	-0.636	-4.670	-3.949	-3.196	-2.817	-3.169	-3.631	-3.617	-3.559	-1.570	-3.271	-3.715	-4.454	-3.526	-3.672	-3.532	-3.495	-4.071
PHF20L1	-0.543	-0.372	0.161	-0.827	-0.103	0.224	-0.268	-0.305	-0.393	-0.539	-0.427	-0.691	-0.149	-0.430	0.213	-0.606	-0.143	-0.406	-0.469	-0.407	-0.265	-0.482	-0.362	-0.722	-0.313	-0.009	-0.308	-0.527	-0.055	-0.377	-0.197	-0.350	-0.149	-0.590	-0.327	-0.468	-0.520	-1.241	-0.414	-0.407	-0.835	-1.207	-0.588	-0.709	-0.161	-1.032	-0.107	0.041	-0.897
NPBWR2	0.490	0.141	0.050	0.530	0.150	0.395	0.639	0.967	0.455	0.056	0.300	0.567	0.243	0.162	0.241	0.276	0.409	0.151	0.138	0.476	0.544	0.444	0.482	1.171	0.386	0.192	0.508	0.237	-0.039	0.195	0.298	0.434	0.288	0.590	0.632	4.995	0.694	0.182	0.735	0.599	1.961	1.086	0.766	0.404	0.363	0.448	0.029	0.549	1.835
FBXL8	0.554	0.089	0.286	0.855	0.000	0.087	0.278	1.408	0.645	0.181	0.548	0.901	0.326	0.450	-0.053	0.822	0.880	0.797	0.035	0.598	0.595	0.424	1.000	1.121	0.578	0.344	-1.278	0.809	0.141	0.667	0.676	1.081	0.605	0.369	1.169	1.566	0.799	0.528	0.282	1.401	1.336	1.301	1.575	0.486	0.791	0.438	0.400	0.365	-0.685
CCDC108	0.292	-0.012	0.302	0.540	-0.037	0.213	0.687	1.790	0.091	-0.045	0.246	0.223	0.174	0.210	0.404	0.440	0.389	0.040	0.338	0.262	0.424	0.790	0.592	0.396	0.351	0.259	-0.433	0.869	0.024	0.230	0.358	0.258	0.006	0.274	0.013	0.483	0.836	0.681	0.500	0.238	1.198	0.948	0.568	0.862	1.193	0.632	0.016	0.703	0.102
OR1E2	1.030	0.731	0.653	0.737	0.445	0.700	1.054	1.525	0.517	0.703	0.447	0.650	0.235	0.493	0.604	0.745	0.469	0.714	0.427	0.619	0.960	0.966	0.590	0.728	0.799	0.707	0.560	0.726	0.614	0.459	0.806	0.876	0.598	0.778	0.768	0.454	1.131	1.066	0.700	1.369	1.431	1.345	1.504	1.629	1.494	1.040	0.749	1.034	-4.261
GOLPH3	0.589	0.609	0.266	0.250	0.793	0.060	0.266	0.205	0.137	0.719	-0.175	0.530	0.192	-0.031	1.144	0.399	0.466	-0.011	1.152	0.206	0.480	0.503	-0.221	0.101	-0.003	0.021	0.132	0.643	0.518	0.585	0.492	0.144	-0.056	0.615	0.598	-0.254	0.733	1.362	1.787	0.560	1.274	0.319	0.379	0.537	1.494	1.089	0.290	1.145	0.389
YARS2	-0.927	-1.163	-0.766	-0.676	-0.257	-0.885	-0.483	-0.440	-1.132	-1.598	-1.115	-0.908	-0.880	-1.066	-0.462	-0.925	-0.801	-0.904	-0.490	-1.162	-0.148	-0.108	-1.121	-1.113	-0.875	-1.145	-0.782	-0.885	-1.145	-0.998	-0.658	-0.607	-1.132	-0.566	-1.026	-1.672	-0.513	-0.275	-0.410	-1.223	-0.352	-0.632	-0.997	-0.099	0.267	0.031	-1.221	-0.198	-1.097
KHDRBS2	-1.085	-0.823	-1.214	-0.824	0.223	0.493	-1.373	-1.867	-1.602	-1.499	-0.701	-1.755	-0.754	-0.324	-2.151	-1.716	-1.928	-1.154	-1.565	-0.686	-2.305	-1.015	0.006	-1.623	-1.109	-1.254	-0.008	0.605	0.034	-0.472	-0.731	-1.083	-1.313	0.610	-2.458	0.614	-0.895	-0.504	-1.016	-0.291	0.308	-0.686	-0.652	0.137	-1.503	-1.081	-0.439	-1.066	-1.765
CBLC	2.671	0.013	0.763	0.853	-0.132	0.920	2.266	1.730	-0.055	0.097	0.203	1.293	0.276	-0.542	1.483	0.038	-1.342	1.978	1.663	-0.086	0.659	0.113	-0.753	-0.432	0.147	-0.412	0.614	2.221	-0.167	-0.347	1.785	-0.060	0.076	-0.510	0.273	-0.137	0.778	1.100	1.832	-0.352	0.316	0.017	-0.401	0.419	2.517	1.889	0.074	2.510	0.270
DDHD2	0.896	0.398	1.026	-0.002	0.376	0.936	0.351	-0.571	0.896	0.846	0.394	0.264	0.655	0.542	0.698	-0.281	0.448	1.106	0.366	0.752	0.176	0.198	0.048	0.219	0.599	0.363	0.306	0.264	-0.042	0.021	0.346	0.463	0.351	0.292	0.478	-0.167	0.805	0.015	0.636	0.307	0.246	-0.044	0.521	0.465	0.823	0.205	0.422	0.744	0.342
VN1R3	0.577	0.223	0.326	0.199	0.341	0.127	0.564	0.544	-0.124	0.273	0.070	0.338	0.163	0.316	0.348	0.300	0.066	-0.129	0.330	0.300	0.434	-0.553	-0.001	0.147	0.786	-0.038	0.012	0.279	-0.123	0.113	0.421	0.233	0.051	0.173	0.436	0.305	0.399	0.108	-0.170	0.354	0.297	0.431	0.374	0.942	0.607	0.655	-0.215	0.495	0.646
TRIM7	-0.696	0.496	-1.997	-1.796	-1.981	-2.273	-1.701	-0.873	0.437	0.823	-0.856	-1.613	-1.094	0.028	-0.261	-0.502	-1.248	-1.380	0.527	-1.684	0.104	-2.441	-1.489	-2.314	1.129	-1.565	-0.622	-1.508	-0.462	-0.353	-0.774	-1.505	1.018	-2.036	0.175	-1.552	0.537	-0.066	0.327	0.047	-0.112	-1.863	-0.333	-2.367	-0.629	0.920	-0.589	0.253	-0.999
APEX2	-1.170	-1.261	-1.062	-0.804	-1.200	-1.279	-1.051	-0.513	-1.366	-1.554	-1.290	-1.318	-1.159	-1.148	-0.898	-1.196	-1.301	-1.371	-0.522	-1.355	-0.774	-0.437	-0.781	-1.077	-0.845	-1.046	-1.345	-1.191	-1.378	-1.288	-1.089	-0.890	-1.190	-0.700	-1.171	-0.370	-0.898	-1.412	-1.403	-1.290	-1.549	-1.401	-1.062	-0.846	-0.737	-0.943	-1.319	-0.898	-1.653
ZMYND11	0.968	0.691	0.883	0.531	1.092	1.428	1.111	0.220	0.710	0.802	0.943	0.825	0.749	0.832	0.957	0.876	1.136	0.645	0.608	0.760	-0.026	0.773	1.177	0.601	0.623	0.980	0.963	1.007	1.247	0.774	0.416	0.768	1.089	0.678	1.076	1.076	0.985	0.432	0.676	1.006	0.920	0.926	1.379	1.145	1.481	1.769	0.957	1.247	-0.849
DEFB127	-0.236	-0.676	0.407	0.318	0.225	0.091	-0.165	0.147	-0.677	-0.852	0.002	0.144	-0.095	-0.174	0.439	0.695	-0.155	-0.224	0.000	-0.344	-0.831	0.897	0.025	0.557	0.195	0.307	-0.558	0.745	-2.087	-0.138	0.003	-0.209	0.264	0.465	0.584	NA	1.145	2.213	-0.936	0.086	-1.040	-0.471	-0.089	1.759	-0.209	1.379	1.135	0.392	3.208
PGM5	0.381	0.769	0.893	0.498	0.929	0.972	0.666	0.618	1.127	1.020	1.112	0.785	1.123	0.782	0.067	1.060	1.176	0.154	2.585	1.477	0.354	1.046	1.068	1.540	0.965	1.978	2.001	1.058	1.214	0.793	0.275	0.719	1.435	0.134	0.826	0.588	0.859	0.486	0.153	2.081	-0.431	1.654	1.261	0.912	3.214	0.712	0.777	2.784	0.527
ROPN1L	2.860	0.474	2.336	2.560	-0.136	2.025	1.732	3.270	1.175	0.692	1.594	2.699	0.534	1.275	-1.556	0.372	1.800	2.066	-1.512	0.941	1.093	1.733	1.360	1.837	0.372	1.609	1.796	-0.011	0.625	1.221	1.297	2.127	0.542	3.250	1.207	-0.105	0.781	-0.858	-1.342	0.209	-1.275	-0.974	2.031	0.699	-0.508	-1.188	0.965	-1.049	-0.646
REG1B	0.049	1.773	2.355	1.914	0.701	1.070	4.409	4.961	3.540	1.080	0.265	0.560	3.288	1.824	0.610	0.650	1.607	1.530	0.025	1.145	1.178	1.730	2.936	5.612	0.698	2.762	2.928	2.497	1.181	5.524	3.263	1.261	2.939	0.570	0.722	1.396	0.191	0.379	0.297	1.595	0.282	0.645	2.378	2.264	0.012	1.655	4.006	0.042	0.459
ELOVL6	-1.541	-2.061	-1.916	-1.978	-0.226	-2.538	-0.778	-0.531	-2.050	-1.248	-2.601	-1.861	-2.045	-1.574	-0.535	-2.047	-1.679	-1.540	-0.429	-2.417	-0.052	-1.224	-2.083	-1.585	-1.684	-2.058	-1.720	-1.067	-1.660	-2.074	-0.591	-0.689	-2.256	-0.997	-2.123	-0.927	-1.074	-0.733	-1.750	-1.712	-0.140	-0.374	-1.436	-0.712	-0.255	-0.349	-2.571	-0.689	-2.452
MAOB	4.489	4.936	4.171	4.342	3.899	4.579	4.893	4.027	4.936	4.778	4.469	4.971	4.620	4.527	-3.385	4.942	5.372	4.679	-1.338	4.600	5.154	4.148	4.003	4.549	4.955	4.383	4.521	3.756	4.428	4.816	4.119	4.512	4.603	5.420	4.911	1.966	-2.948	3.111	-2.670	4.556	-0.064	2.284	4.464	2.837	-0.722	2.037	4.383	-2.366	4.165
MBOAT1	-1.336	-0.646	-1.418	-0.956	-1.228	-0.926	-1.460	-0.767	-0.699	-0.537	-1.265	-0.544	-1.323	-0.645	1.466	-0.877	-0.459	-1.352	2.310	-0.434	0.221	-0.935	-0.924	0.038	-1.168	-0.843	-1.023	-0.304	-0.415	-0.711	-1.270	-0.575	-0.660	-0.708	-0.762	-0.304	-1.832	-0.670	1.886	-0.943	-1.609	-1.440	-0.912	-2.321	0.638	-0.081	-0.607	0.808	-1.024
